inchikey,annotation_status,n_input_rows,n_input_smiles,n_valid_smiles,n_unique_standardized_smiles,structure_conflict,representative_input_smiles,canonical_smiles,standardized_smiles,rdkit_inchikey,input_fragment_count,stereo_fallback_used,annotation_error_message,inchikey_exact_match,inchikey_connectivity_match,n_phenolic_OH,has_phenolic_OH,n_methoxy_aryl,has_methoxy_aryl,n_prenyl_like,has_prenyl_like,n_alpha_beta_unsaturated_carbonyl,has_alpha_beta_unsaturated_carbonyl,n_probable_sugar_rings,has_probable_sugar_ring,has_probable_sugar,bemis_murcko_scaffold_smiles,bemis_murcko_generic_scaffold_smiles,bemis_murcko_scaffold_atom_count,has_bemis_murcko_scaffold,murcko_framework,murko_framework,mw,exact_mw,logp,tpsa,fsp3,num_HBD,num_HBA,num_rings,num_aromatic_rings,num_rotatable_bonds,heavy_atom_number,formal_charge,fragment_count_after_standardization,selected_motif_count,is_simple_selected_motifs,decoration_combination,all_motif_combination,standardized_rdkit_inchikey,standardized_inchikey_exact_match,standardized_inchikey_connectivity_match,num_carbons,num_oxygens,num_nitrogens,num_sulfurs,num_halogens,largest_input_fragment_heavy_atoms,second_input_fragment_heavy_atoms,substantial_multicomponent_input,qc_zero_oxygen,qc_carbon_count_below_14,qc_contains_nitrogen,qc_contains_sulfur,qc_contains_halogen,primary_structure_eligible,structural_qc_status,structural_qc_reasons,class_np,family,genus,species,ref_id
WJYNIPMSQPXGGO-UHFFFAOYSA-N,valid,5,1,1,1,False,COc1ccccc1-c1coc2cc3c(c(OC)c2c1=O)OCO3,COc1ccccc1-c1coc2cc3c(c(OC)c2c1=O)OCO3,COc1ccccc1-c1coc2cc3c(c(OC)c2c1=O)OCO3,WJYNIPMSQPXGGO-UHFFFAOYSA-N,1,False,,True,True,0,False,2,True,0,False,0,False,0,False,False,O=c1c(-c2ccccc2)coc2cc3c(cc12)OCO3,CC1C(C2CCCCC2)CCC2CC3CCCC3CC21,20,True,O=c1c(-c2ccccc2)coc2cc3c(cc12)OCO3,O=c1c(-c2ccccc2)coc2cc3c(cc12)OCO3,326.3040000000001,326.07903816799995,3.2059000000000015,67.13000000000001,0.16666666666666666,0,6,4,3,3,24,0,1,1,False,methoxy_aryl,methoxy_aryl,WJYNIPMSQPXGGO-UHFFFAOYSA-N,True,True,18,6,0,0,0,24,,False,False,False,False,False,False,True,pass,,Isoflavones,Amaranthaceae;Iridaceae,Celosia;Iresine;Iris,Celosia argentea;Iresine angustifolia;Iresine diffusa;Iris bungei,10.1002/JPS.2600640504;10.1021/NP000560B;10.1055/S-2006-959388;10.1271/BBB.60272
WKCSXMGLYRSJKO-AZUAARDMSA-N,valid,1,1,1,1,False,Cc1c(O)c2c(c([C@H](CC(C)C)C3=C(O)C(C)(C)C(=O)C(C)(C)C3=O)c1O)O[C@@H](c1ccccc1)CC2=O,Cc1c(O)c2c(c([C@H](CC(C)C)C3=C(O)C(C)(C)C(=O)C(C)(C)C3=O)c1O)O[C@@H](c1ccccc1)CC2=O,Cc1c(O)c2c(c([C@H](CC(C)C)C3=C(O)C(C)(C)C(=O)C(C)(C)C3=O)c1O)O[C@@H](c1ccccc1)CC2=O,WKCSXMGLYRSJKO-AZUAARDMSA-N,1,False,,True,True,2,True,0,False,1,True,1,True,0,False,False,O=C1CC=C(Cc2cccc3c2OC(c2ccccc2)CC3=O)C(=O)C1,CC1CCC(CC2CCCC3C(C)CC(C4CCCCC4)CC23)C(C)C1,26,True,O=C1CC=C(Cc2cccc3c2OC(c2ccccc2)CC3=O)C(=O)C1,O=C1CC=C(Cc2cccc3c2OC(c2ccccc2)CC3=O)C(=O)C1,520.6220000000003,520.2461034919999,6.2587200000000065,121.13,0.45161290322580644,3,7,4,2,5,38,0,1,1,False,prenyl_like,phenolic_OH+prenyl_like+alpha_beta_unsaturated_carbonyl,WKCSXMGLYRSJKO-AZUAARDMSA-N,True,True,31,7,0,0,0,38,,False,False,False,False,False,False,True,pass,,Flavanones,Myrtaceae,Kunzea,Kunzea baxteri,10.1016/S0031-9422(01)00410-1
WKCSXMGLYRSJKO-UHFFFAOYSA-N,valid,1,1,1,1,False,Cc1c(O)c2c(c(C(CC(C)C)C3=C(O)C(C)(C)C(=O)C(C)(C)C3=O)c1O)OC(c1ccccc1)CC2=O,Cc1c(O)c2c(c(C(CC(C)C)C3=C(O)C(C)(C)C(=O)C(C)(C)C3=O)c1O)OC(c1ccccc1)CC2=O,Cc1c(O)c2c(c(C(CC(C)C)C3=C(O)C(C)(C)C(=O)C(C)(C)C3=O)c1O)OC(c1ccccc1)CC2=O,WKCSXMGLYRSJKO-UHFFFAOYSA-N,1,False,,True,True,2,True,0,False,1,True,1,True,0,False,False,O=C1CC=C(Cc2cccc3c2OC(c2ccccc2)CC3=O)C(=O)C1,CC1CCC(CC2CCCC3C(C)CC(C4CCCCC4)CC23)C(C)C1,26,True,O=C1CC=C(Cc2cccc3c2OC(c2ccccc2)CC3=O)C(=O)C1,O=C1CC=C(Cc2cccc3c2OC(c2ccccc2)CC3=O)C(=O)C1,520.6220000000003,520.2461034919999,6.2587200000000065,121.13,0.45161290322580644,3,7,4,2,5,38,0,1,1,False,prenyl_like,phenolic_OH+prenyl_like+alpha_beta_unsaturated_carbonyl,WKCSXMGLYRSJKO-UHFFFAOYSA-N,True,True,31,7,0,0,0,38,,False,False,False,False,False,False,True,pass,,Flavanones,Myrtaceae,Kunzea,Kunzea baxteri,10.1016/S0031-9422(01)00410-1
WKDMJJFSCAZJHE-DODNOZFWSA-N,valid,1,1,1,1,False,CC(=O)OC[C@H]1O[C@@H](Oc2cc(O)cc(O)c2C(=O)CCc2ccc(O)cc2)[C@H](O)[C@@H](O)[C@@H]1O,CC(=O)OC[C@H]1O[C@@H](Oc2cc(O)cc(O)c2C(=O)CCc2ccc(O)cc2)[C@H](O)[C@@H](O)[C@@H]1O,CC(=O)OC[C@H]1O[C@@H](Oc2cc(O)cc(O)c2C(=O)CCc2ccc(O)cc2)[C@H](O)[C@@H](O)[C@@H]1O,WKDMJJFSCAZJHE-DODNOZFWSA-N,1,False,,True,True,3,True,0,False,0,False,0,False,1,True,True,O=C(CCc1ccccc1)c1ccccc1OC1CCCCO1,CC(CCC1CCCCC1)C1CCCCC1CC1CCCCC1,23,True,O=C(CCc1ccccc1)c1ccccc1OC1CCCCO1,O=C(CCc1ccccc1)c1ccccc1OC1CCCCO1,478.4500000000002,478.1475116519999,0.36839999999999967,183.21,0.391304347826087,6,11,3,2,8,34,0,1,1,False,probable_sugar_ring,phenolic_OH+probable_sugar_ring,WKDMJJFSCAZJHE-DODNOZFWSA-N,True,True,23,11,0,0,0,34,,False,False,False,False,False,False,True,pass,,Chalcones,Ericaceae,Kalmia,Kalmia procumbens,10.1016/S0031-9422(00)00200-4
WKDMJJFSCAZJHE-UHFFFAOYSA-N,valid,1,1,1,1,False,CC(=O)OCC1OC(Oc2cc(O)cc(O)c2C(=O)CCc2ccc(O)cc2)C(O)C(O)C1O,CC(=O)OCC1OC(Oc2cc(O)cc(O)c2C(=O)CCc2ccc(O)cc2)C(O)C(O)C1O,CC(=O)OCC1OC(Oc2cc(O)cc(O)c2C(=O)CCc2ccc(O)cc2)C(O)C(O)C1O,WKDMJJFSCAZJHE-UHFFFAOYSA-N,1,False,,True,True,3,True,0,False,0,False,0,False,1,True,True,O=C(CCc1ccccc1)c1ccccc1OC1CCCCO1,CC(CCC1CCCCC1)C1CCCCC1CC1CCCCC1,23,True,O=C(CCc1ccccc1)c1ccccc1OC1CCCCO1,O=C(CCc1ccccc1)c1ccccc1OC1CCCCO1,478.4500000000002,478.1475116519999,0.36839999999999967,183.21,0.391304347826087,6,11,3,2,8,34,0,1,1,False,probable_sugar_ring,phenolic_OH+probable_sugar_ring,WKDMJJFSCAZJHE-UHFFFAOYSA-N,True,True,23,11,0,0,0,34,,False,False,False,False,False,False,True,pass,,Chalcones,Ericaceae,Kalmia,Kalmia procumbens,10.1016/S0031-9422(00)00200-4
WKDMJJFSCAZJHE-YDXQKAQTSA-N,valid,1,1,1,1,False,CC(=O)OC[C@H]1O[C@@H](Oc2cc(O)cc(O)c2C(=O)CCc2ccc(O)cc2)[C@H](O)[C@@H](O)[C@H]1O,CC(=O)OC[C@H]1O[C@@H](Oc2cc(O)cc(O)c2C(=O)CCc2ccc(O)cc2)[C@H](O)[C@@H](O)[C@H]1O,CC(=O)OC[C@H]1O[C@@H](Oc2cc(O)cc(O)c2C(=O)CCc2ccc(O)cc2)[C@H](O)[C@@H](O)[C@H]1O,WKDMJJFSCAZJHE-YDXQKAQTSA-N,1,False,,True,True,3,True,0,False,0,False,0,False,1,True,True,O=C(CCc1ccccc1)c1ccccc1OC1CCCCO1,CC(CCC1CCCCC1)C1CCCCC1CC1CCCCC1,23,True,O=C(CCc1ccccc1)c1ccccc1OC1CCCCO1,O=C(CCc1ccccc1)c1ccccc1OC1CCCCO1,478.4500000000002,478.1475116519999,0.36839999999999967,183.21,0.391304347826087,6,11,3,2,8,34,0,1,1,False,probable_sugar_ring,phenolic_OH+probable_sugar_ring,WKDMJJFSCAZJHE-YDXQKAQTSA-N,True,True,23,11,0,0,0,34,,False,False,False,False,False,False,True,pass,,Chalcones,Ericaceae,Kalmia,Kalmia procumbens,10.1016/S0031-9422(00)00200-4
WKEIAFLNVZWDKU-ZZXKWVIFSA-N,valid,3,1,1,1,False,CC1(C)C=Cc2c(ccc(C(=O)/C=C/c3ccc4c(c3)OCO4)c2O)O1,CC1(C)C=Cc2c(ccc(C(=O)/C=C/c3ccc4c(c3)OCO4)c2O)O1,CC1(C)C=Cc2c(ccc(C(=O)/C=C/c3ccc4c(c3)OCO4)c2O)O1,WKEIAFLNVZWDKU-ZZXKWVIFSA-N,1,False,,True,True,1,True,0,False,0,False,1,True,0,False,False,O=C(C=Cc1ccc2c(c1)OCO2)c1ccc2c(c1)C=CCO2,CC(CCC1CCC2CCCC2C1)C1CCC2CCCCC2C1,23,True,O=C(C=Cc1ccc2c(c1)OCO2)c1ccc2c(c1)C=CCO2,O=C(C=Cc1ccc2c(c1)OCO2)c1ccc2c(c1)C=CCO2,350.3700000000001,350.1154236759999,4.201200000000004,64.99000000000001,0.19047619047619047,1,5,4,2,3,26,0,1,0,True,none_of_selected_motifs,phenolic_OH+alpha_beta_unsaturated_carbonyl,WKEIAFLNVZWDKU-ZZXKWVIFSA-N,True,True,21,5,0,0,0,26,,False,False,False,False,False,False,True,pass,,Chalcones,Fabaceae,Pongamia,Pongamia pinnata,10.1016/J.BMCL.2014.11.015;10.1021/NP50030A020;10.1055/S-2007-969814
WKFSLLANSCHECV-UHFFFAOYSA-N,valid,1,1,1,1,False,COc1cc2occ(-c3ccc4c(c3)OCO4)c(=O)c2cc1O,COc1cc2occ(-c3ccc4c(c3)OCO4)c(=O)c2cc1O,COc1cc2occ(-c3ccc4c(c3)OCO4)c(=O)c2cc1O,WKFSLLANSCHECV-UHFFFAOYSA-N,1,False,,True,True,1,True,1,True,0,False,0,False,0,False,False,O=c1c(-c2ccc3c(c2)OCO3)coc2ccccc12,CC1C2CCCCC2CCC1C1CCC2CCCC2C1,20,True,O=c1c(-c2ccc3c(c2)OCO3)coc2ccccc12,O=c1c(-c2ccc3c(c2)OCO3)coc2ccccc12,312.27700000000004,312.063388104,2.902900000000002,78.13,0.11764705882352941,1,6,4,3,2,23,0,1,1,False,methoxy_aryl,phenolic_OH+methoxy_aryl,WKFSLLANSCHECV-UHFFFAOYSA-N,True,True,17,6,0,0,0,23,,False,False,False,False,False,False,True,pass,,Isoflavones,Fabaceae,Astragalus,Astragalus cicer,10.1016/S0031-9422(00)89635-1
WKIHBIBUCQPPBY-GHTZIAJQSA-N,valid,5,1,1,1,False,O=C(Oc1cc(O)c2c(c1)O[C@H](c1ccc(O)c(O)c1)[C@@H](O)C2)c1cc(O)c(O)c(O)c1,O=C(Oc1cc(O)c2c(c1)O[C@H](c1ccc(O)c(O)c1)[C@@H](O)C2)c1cc(O)c(O)c(O)c1,O=C(Oc1cc(O)c2c(c1)O[C@H](c1ccc(O)c(O)c1)[C@@H](O)C2)c1cc(O)c(O)c(O)c1,WKIHBIBUCQPPBY-GHTZIAJQSA-N,1,False,,True,True,6,True,0,False,0,False,0,False,0,False,False,O=C(Oc1ccc2c(c1)OC(c1ccccc1)CC2)c1ccccc1,CC(CC1CCC2CCC(C3CCCCC3)CC2C1)C1CCCCC1,25,True,O=C(Oc1ccc2c(c1)OC(c1ccccc1)CC2)c1ccccc1,O=C(Oc1ccc2c(c1)OC(c1ccccc1)CC2)c1ccccc1,442.37600000000015,442.0899967759999,2.1765,177.14,0.13636363636363635,7,10,4,3,3,32,0,1,0,True,none_of_selected_motifs,phenolic_OH,WKIHBIBUCQPPBY-GHTZIAJQSA-N,True,True,22,10,0,0,0,32,,False,False,False,False,False,False,True,pass,,Flavan-3-ols,Fabaceae;Paeoniaceae;Rosaceae,Detarium;Paeonia;Rhynchosia;Sanguisorba;Vachellia,Detarium microcarpum;Paeonia obovata;Rhynchosia volubilis;Sanguisorba officinalis;Vachellia gerrardii,10.1016/0031-9422(83)80168-X;10.1016/0166-3542(93)90095-Z;10.1016/S0031-9422(00)81756-2;10.1248/BPB.24.1443;10.1248/CPB.48.201
WKIHBIBUCQPPBY-UHFFFAOYSA-N,valid,2,1,1,1,False,O=C(Oc1cc(O)c2c(c1)OC(c1ccc(O)c(O)c1)C(O)C2)c1cc(O)c(O)c(O)c1,O=C(Oc1cc(O)c2c(c1)OC(c1ccc(O)c(O)c1)C(O)C2)c1cc(O)c(O)c(O)c1,O=C(Oc1cc(O)c2c(c1)OC(c1ccc(O)c(O)c1)C(O)C2)c1cc(O)c(O)c(O)c1,WKIHBIBUCQPPBY-UHFFFAOYSA-N,1,False,,True,True,6,True,0,False,0,False,0,False,0,False,False,O=C(Oc1ccc2c(c1)OC(c1ccccc1)CC2)c1ccccc1,CC(CC1CCC2CCC(C3CCCCC3)CC2C1)C1CCCCC1,25,True,O=C(Oc1ccc2c(c1)OC(c1ccccc1)CC2)c1ccccc1,O=C(Oc1ccc2c(c1)OC(c1ccccc1)CC2)c1ccccc1,442.37600000000015,442.0899967759999,2.1765,177.14,0.13636363636363635,7,10,4,3,3,32,0,1,0,True,none_of_selected_motifs,phenolic_OH,WKIHBIBUCQPPBY-UHFFFAOYSA-N,True,True,22,10,0,0,0,32,,False,False,False,False,False,False,True,pass,,Flavan-3-ols,Fabaceae;Rosaceae,Rhynchosia;Sanguisorba,Rhynchosia volubilis;Sanguisorba officinalis,10.1016/0031-9422(83)80168-X;10.1248/BPB.24.1443
WKMQGQZPDSFACZ-QPJJXVBHSA-N,valid,1,1,1,1,False,O=C(/C=C/c1cccc(O)c1)c1ccc(O)cc1O,O=C(/C=C/c1cccc(O)c1)c1ccc(O)cc1O,O=C(/C=C/c1cccc(O)c1)c1ccc(O)cc1O,WKMQGQZPDSFACZ-QPJJXVBHSA-N,1,False,,True,True,3,True,0,False,0,False,1,True,0,False,False,O=C(C=Cc1ccccc1)c1ccccc1,CC(CCC1CCCCC1)C1CCCCC1,16,True,O=C(C=Cc1ccccc1)c1ccccc1,O=C(C=Cc1ccccc1)c1ccccc1,256.257,256.073558864,2.699500000000001,77.76,0.0,3,4,2,2,3,19,0,1,0,True,none_of_selected_motifs,phenolic_OH+alpha_beta_unsaturated_carbonyl,WKMQGQZPDSFACZ-QPJJXVBHSA-N,True,True,15,4,0,0,0,19,,False,False,False,False,False,False,True,pass,,Chalcones,Aizoaceae,Aizoon,Aizoon africanum,10.1021/NP800778B
WKMQGQZPDSFACZ-UHFFFAOYSA-N,valid,1,1,1,1,False,O=C(C=Cc1cccc(O)c1)c1ccc(O)cc1O,O=C(C=Cc1cccc(O)c1)c1ccc(O)cc1O,O=C(C=Cc1cccc(O)c1)c1ccc(O)cc1O,WKMQGQZPDSFACZ-UHFFFAOYSA-N,1,False,,True,True,3,True,0,False,0,False,1,True,0,False,False,O=C(C=Cc1ccccc1)c1ccccc1,CC(CCC1CCCCC1)C1CCCCC1,16,True,O=C(C=Cc1ccccc1)c1ccccc1,O=C(C=Cc1ccccc1)c1ccccc1,256.257,256.073558864,2.699500000000001,77.76,0.0,3,4,2,2,3,19,0,1,0,True,none_of_selected_motifs,phenolic_OH+alpha_beta_unsaturated_carbonyl,WKMQGQZPDSFACZ-UHFFFAOYSA-N,True,True,15,4,0,0,0,19,,False,False,False,False,False,False,True,pass,,Chalcones,Aizoaceae,Aizoon,Aizoon africanum,10.1021/NP800778B
WKTSZGRTOFXXAS-UHFFFAOYSA-N,valid,1,1,1,1,False,COc1cc2c(c(OC)c1OC)OCC1c3cc4c(cc3OC21)OCO4,COc1cc2c(c(OC)c1OC)OCC1c3cc4c(cc3OC21)OCO4,COc1cc2c(c(OC)c1OC)OCC1c3cc4c(cc3OC21)OCO4,WKTSZGRTOFXXAS-UHFFFAOYSA-N,1,False,,True,True,0,False,3,True,0,False,0,False,0,False,False,c1ccc2c(c1)OCC1c3cc4c(cc3OC21)OCO4,C1CC2CC3CC4C5CCCCC5CCC4C3CC2C1,20,True,c1ccc2c(c1)OCC1c3cc4c(cc3OC21)OCO4,c1ccc2c(c1)OCC1c3cc4c(cc3OC21)OCO4,358.3460000000001,358.1052529159999,3.0508000000000015,64.61000000000001,0.3684210526315789,0,7,5,2,3,26,0,1,1,False,methoxy_aryl,methoxy_aryl,WKTSZGRTOFXXAS-UHFFFAOYSA-N,True,True,19,7,0,0,0,26,,False,False,False,False,False,False,True,pass,,Pterocarpan,Fabaceae,Ulex,Ulex parviflorus,10.1016/S0031-9422(97)01090-X
WKTSZGRTOFXXAS-ZBEGNZNMSA-N,valid,1,1,1,1,False,COc1cc2c(c(OC)c1OC)OC[C@H]1c3cc4c(cc3O[C@@H]21)OCO4,COc1cc2c(c(OC)c1OC)OC[C@H]1c3cc4c(cc3O[C@@H]21)OCO4,COc1cc2c(c(OC)c1OC)OC[C@H]1c3cc4c(cc3O[C@@H]21)OCO4,WKTSZGRTOFXXAS-ZBEGNZNMSA-N,1,False,,True,True,0,False,3,True,0,False,0,False,0,False,False,c1ccc2c(c1)OCC1c3cc4c(cc3OC21)OCO4,C1CC2CC3CC4C5CCCCC5CCC4C3CC2C1,20,True,c1ccc2c(c1)OCC1c3cc4c(cc3OC21)OCO4,c1ccc2c(c1)OCC1c3cc4c(cc3OC21)OCO4,358.3460000000001,358.1052529159999,3.0508000000000015,64.61000000000001,0.3684210526315789,0,7,5,2,3,26,0,1,1,False,methoxy_aryl,methoxy_aryl,WKTSZGRTOFXXAS-ZBEGNZNMSA-N,True,True,19,7,0,0,0,26,,False,False,False,False,False,False,True,pass,,Pterocarpan,Fabaceae,Ulex,Ulex parviflorus,10.1016/S0031-9422(97)01090-X
WKVRKYAYLUKIBW-KNSAYTCFSA-N,valid,2,1,1,1,False,CC(=O)O[C@@H]1[C@@H](COC(=O)/C=C/c2ccc(O)cc2)O[C@@H](Oc2ccc(C(=O)/C=C/c3ccc(O)c(O)c3)c(O)c2O)[C@H](O)[C@H]1O,CC(=O)O[C@H]1[C@H](O)[C@@H](O)[C@H](Oc2ccc(C(=O)/C=C/c3ccc(O)c(O)c3)c(O)c2O)O[C@@H]1COC(=O)/C=C/c1ccc(O)cc1,CC(=O)O[C@H]1[C@H](O)[C@@H](O)[C@H](Oc2ccc(C(=O)/C=C/c3ccc(O)c(O)c3)c(O)c2O)O[C@@H]1COC(=O)/C=C/c1ccc(O)cc1,WKVRKYAYLUKIBW-KNSAYTCFSA-N,1,False,,True,True,5,True,0,False,0,False,2,True,1,True,True,O=C(C=Cc1ccccc1)OCC1CCCC(Oc2ccc(C(=O)C=Cc3ccccc3)cc2)O1,CC(CCC1CCCCC1)CCC1CCCC(CC2CCC(C(C)CCC3CCCCC3)CC2)C1,35,True,O=C(C=Cc1ccccc1)OCC1CCCC(Oc2ccc(C(=O)C=Cc3ccccc3)cc2)O1,O=C(C=Cc1ccccc1)OCC1CCCC(Oc2ccc(C(=O)C=Cc3ccccc3)cc2)O1,638.5780000000005,638.16355564,2.1245000000000016,229.73999999999995,0.21875,7,14,4,3,10,46,0,1,1,False,probable_sugar_ring,phenolic_OH+alpha_beta_unsaturated_carbonyl+probable_sugar_ring,WKVRKYAYLUKIBW-KNSAYTCFSA-N,True,True,32,14,0,0,0,46,,False,False,False,False,False,False,True,pass,,Chalcones,Asteraceae,Bidens,Bidens pilosa,10.1021/NP960572Q;10.1055/S-2006-962335
WKVRKYAYLUKIBW-UHFFFAOYSA-N,valid,1,1,1,1,False,CC(=O)OC1C(COC(=O)C=Cc2ccc(O)cc2)OC(Oc2ccc(C(=O)C=Cc3ccc(O)c(O)c3)c(O)c2O)C(O)C1O,CC(=O)OC1C(COC(=O)C=Cc2ccc(O)cc2)OC(Oc2ccc(C(=O)C=Cc3ccc(O)c(O)c3)c(O)c2O)C(O)C1O,CC(=O)OC1C(COC(=O)C=Cc2ccc(O)cc2)OC(Oc2ccc(C(=O)C=Cc3ccc(O)c(O)c3)c(O)c2O)C(O)C1O,WKVRKYAYLUKIBW-UHFFFAOYSA-N,1,False,,True,True,5,True,0,False,0,False,2,True,1,True,True,O=C(C=Cc1ccccc1)OCC1CCCC(Oc2ccc(C(=O)C=Cc3ccccc3)cc2)O1,CC(CCC1CCCCC1)CCC1CCCC(CC2CCC(C(C)CCC3CCCCC3)CC2)C1,35,True,O=C(C=Cc1ccccc1)OCC1CCCC(Oc2ccc(C(=O)C=Cc3ccccc3)cc2)O1,O=C(C=Cc1ccccc1)OCC1CCCC(Oc2ccc(C(=O)C=Cc3ccccc3)cc2)O1,638.5780000000005,638.16355564,2.1245000000000016,229.73999999999995,0.21875,7,14,4,3,10,46,0,1,1,False,probable_sugar_ring,phenolic_OH+alpha_beta_unsaturated_carbonyl+probable_sugar_ring,WKVRKYAYLUKIBW-UHFFFAOYSA-N,True,True,32,14,0,0,0,46,,False,False,False,False,False,False,True,pass,,Chalcones,Asteraceae,Bidens,Bidens pilosa,10.1021/NP960572Q
WKYGVDYQMIWYES-UHFFFAOYSA-N,valid,9,1,1,1,False,COc1c(Cc2ccccc2O)c(O)cc(O)c1C(=O)CCc1ccccc1,COc1c(Cc2ccccc2O)c(O)cc(O)c1C(=O)CCc1ccccc1,COc1c(Cc2ccccc2O)c(O)cc(O)c1C(=O)CCc1ccccc1,WKYGVDYQMIWYES-UHFFFAOYSA-N,1,False,,True,True,3,True,1,True,0,False,0,False,0,False,False,O=C(CCc1ccccc1)c1cccc(Cc2ccccc2)c1,CC(CCC1CCCCC1)C1CCCC(CC2CCCCC2)C1,23,True,O=C(CCc1ccccc1)c1cccc(Cc2ccccc2)c1,O=C(CCc1ccccc1)c1cccc(Cc2ccccc2)c1,378.42400000000015,378.146723804,4.218300000000004,86.99000000000001,0.17391304347826086,3,5,3,3,7,28,0,1,1,False,methoxy_aryl,phenolic_OH+methoxy_aryl,WKYGVDYQMIWYES-UHFFFAOYSA-N,True,True,23,5,0,0,0,28,,False,False,False,False,False,False,True,pass,,Chalcones,Annonaceae,Desmos;Uvaria,Desmos chinensis;Uvaria acuminata;Uvaria angolensis;Uvaria chamae;Uvaria leptocladon,10.1016/0031-9422(77)84030-2;10.1016/0031-9422(80)83036-6;10.1016/S0031-9422(00)95109-4;10.1016/S0367-326X(03)00116-3;10.1021/JO00428A006;10.1021/JO00869A062;10.1248/CPB.52.138
WLDDYRDGRVNYEY-SFTDATJTSA-N,valid,1,1,1,1,False,COc1cc2c(cc1O)[C@]1(CC=C(C)C)COc3cc(O)ccc3[C@@H]1O2,COc1cc2c(cc1O)[C@]1(CC=C(C)C)COc3cc(O)ccc3[C@@H]1O2,COc1cc2c(cc1O)[C@]1(CC=C(C)C)COc3cc(O)ccc3[C@@H]1O2,WLDDYRDGRVNYEY-SFTDATJTSA-N,1,False,,True,True,2,True,1,True,1,True,0,False,0,False,False,c1ccc2c(c1)OC1c3ccccc3OCC21,C1CCC2C(C1)CC1C3CCCCC3CCC21,17,True,c1ccc2c(c1)OC1c3ccccc3OCC21,c1ccc2c(c1)OC1c3ccccc3OCC21,354.40200000000004,354.146723804,4.226600000000004,68.15,0.3333333333333333,2,5,4,2,3,26,0,1,2,False,methoxy_aryl+prenyl_like,phenolic_OH+methoxy_aryl+prenyl_like,WLDDYRDGRVNYEY-SFTDATJTSA-N,True,True,21,5,0,0,0,26,,False,False,False,False,False,False,True,pass,,Pterocarpan,Fabaceae,Lespedeza,Lespedeza homoloba,10.1016/S0031-9422(99)00194-6
WLDDYRDGRVNYEY-UHFFFAOYSA-N,valid,1,1,1,1,False,COc1cc2c(cc1O)C1(CC=C(C)C)COc3cc(O)ccc3C1O2,COc1cc2c(cc1O)C1(CC=C(C)C)COc3cc(O)ccc3C1O2,COc1cc2c(cc1O)C1(CC=C(C)C)COc3cc(O)ccc3C1O2,WLDDYRDGRVNYEY-UHFFFAOYSA-N,1,False,,True,True,2,True,1,True,1,True,0,False,0,False,False,c1ccc2c(c1)OC1c3ccccc3OCC21,C1CCC2C(C1)CC1C3CCCCC3CCC21,17,True,c1ccc2c(c1)OC1c3ccccc3OCC21,c1ccc2c(c1)OC1c3ccccc3OCC21,354.40200000000004,354.146723804,4.226600000000004,68.15,0.3333333333333333,2,5,4,2,3,26,0,1,2,False,methoxy_aryl+prenyl_like,phenolic_OH+methoxy_aryl+prenyl_like,WLDDYRDGRVNYEY-UHFFFAOYSA-N,True,True,21,5,0,0,0,26,,False,False,False,False,False,False,True,pass,,Pterocarpan,Fabaceae,Lespedeza,Lespedeza homoloba,10.1016/S0031-9422(99)00194-6
WLDXQYSLYHUZTM-UHFFFAOYSA-N,valid,1,1,1,1,False,COc1c(CC=C(C)C)c(O)cc(O)c1C1Oc2cc(O)ccc2C1=O,COc1c(CC=C(C)C)c(O)cc(O)c1C1Oc2cc(O)ccc2C1=O,COc1c(CC=C(C)C)c(O)cc(O)c1C1Oc2cc(O)ccc2C1=O,WLDXQYSLYHUZTM-UHFFFAOYSA-N,1,False,,True,True,3,True,1,True,1,True,0,False,0,False,False,O=C1c2ccccc2OC1c1ccccc1,CC1C2CCCCC2CC1C1CCCCC1,16,True,O=C1c2ccccc2OC1c1ccccc1,O=C1c2ccccc2OC1c1ccccc1,356.3740000000001,356.12598835999995,3.637100000000003,96.22,0.25,3,6,3,2,4,26,0,1,2,False,methoxy_aryl+prenyl_like,phenolic_OH+methoxy_aryl+prenyl_like,WLDXQYSLYHUZTM-UHFFFAOYSA-N,True,True,20,6,0,0,0,26,,False,False,False,False,False,False,True,pass,,2-arylbenzofurans,Fabaceae,Glycyrrhiza,Glycyrrhiza,10.1248/CPB.39.1238
